clinic_id,clinic_name
3617,"Edward Lee Holt DO, PA"
3619,"North Roswell Internal Medicine, P.C"
3623,Austin Vascular & Vein Specialists
3624,Neurologic Consultants P.A.
3628,Red Mtn Cardiothoracic Surgeons
3632,Randy Jacobs Dermatology
3633,"Gastroenterology Associates, PLLC"
3641,Gateway Podiatry
3642,Ophthalmic Plastic Surgery
3648,Dr. Leo Toupin
3649,DR PRATER CLINIC
3650,Tri State Orthopedics
3656,Pediatric Associates of Jacksonville
3659,"Kari E Prescott, D.P.M., P.A."
3661,Tendercare Pediatrics
3666,Atlanta Kidney & Hypertension Associates
3667,Old Greenwich Medical Group
3668,Mid Ohio Digestive Disease
3676,First Choice Medical Center
3682,Madison Irving Pediatrics
3683,Washtenaw Internal Medicine
3688,Hillsdale Health
3689,Northern Valley Allergy
3692,"Jorge L. Gardyn, MD"
3694,"Tanenbaum Dermatology Center, PLC"
3699,"Gastroenterology Consultants of Long Island, PC"
3700,"Wade R. Cartwright, M.D"
3701,"Rockbridge Health, PLLC"
3702,"Theodore Gerard A Caspe, M.D. A Medical Corp"
3704,JORGE A PATINO MD PA
3707,Dr. Joan Sy Medical Corporation
3712,"ILLINOIS SPINE AND PAIN CENTER, S.C"
3715,Iron Horse Pediatrics
3716,Tennessee Retina
3720,"Village Pediatric Cardiology, PLLC"
3722,CI Medical Center
3723,Physical Rehabilitation Group
3729,"Rahnana Sachs, M.D."
3730,Brain + Elective Spine Treatment
3731,North Moore Family Practice
3736,"Three Oaks Family Medicine, LLC"
3738,The Doctor's In PC
3747,Margaret M Coughlan MD PLLC
3748,Hamlin Medical Clinic
3751,"Premier Ob/Gyn, LLC"
3753,"Louisiana ENT Associates, LLC"
3754,Associates in Medicine
3758,Orthopaedic Surgery & Sports Medicine
3762,"Repassy Medical, LLC"
3767,Family Orthopedic Clinic
3769,Primus Medical Group PC
3770,Midwest Family Wellness
3771,Rural/Metro
3772,Virginia Advanced Medical Center
3776,Essex Orthopaedics & Optima Sports Medicine
3779,Access Internal Medicine
3782,Giebeig Family Medicine
3789,William R Salazar MD
3792,Community Health Programs
3793,"OLIVA AND OLIVA, M.D.'S, P.A."
3798,"Center for Cardiovascular Excellence, SC"
3799,Gastrointestinal Care Consultants
3805,Annapolis Internal Medicine
3809,Hobdari Family Health LLC
3812,Centers for Advanced Orthopaedics at MMI
3818,Gaston Anesthesia Associates
3823,Fayetteville Anesthesia
3824,Virginia Highlands Anesthesia
3825,Pinehurst Anesthesia Associates
3828,Wayne Healthcare Physicians
3829,Fareeda N Adeeb MD Pediatrics
3835,"Abilio Munoz, MD, PA"
3836,Intervention Arms Medical Center
3841,Northwest Women's Clinic
3844,"Charles F Wilson DPM, PC"
3854,Arons Plastic Surgery
3859,"Charles K Lee, MD Inc"
3861,Shores Medical Center
3862,Primary Care Associates
3865,Jim Hussey DO PA
3868,Tajammul Ehsan MD PC
3869,Shabih Hasan MD PC
3875,"Northshore Family Practice, PLLC"
3876,Caskey Medical Group
3882,At Home Medical Care
3885,"George W. Ma, MD"
3886,Lake Norman Arthritis Specialists
3890,"Family First Medical Care, PC"
3891,Arizona Sun Family Medicine
3892,"B. LYNNE GRAY, MD"
3893,Hendrick Clinic- Dr. Schultz's Office
3898,Rheumatology Associates
3899,Centerpoint Medical Services
3901,"Carol C. Jagdeo, MD"
3903,Shifa Pediatric Clinic PLLC
3904,Calvary Medical Clinic
3905,Nobhill Medical Center
3916,Primrose Primary Care and Wellness
3917,"ARIE SALZMAN, MD, PA"
3919,Central New York Child Neurology
3929,MetroSouth Health Centers
3931,Crossroads OBGYN and Wellness
3932,Dr. Lucien Jacobs
3940,Prischmann Facial Plastic Surgery L
3941,Womens Health Partner
3943,Dr. Scott Newcomb
3945,The Digestive Group
3949,KIDNEY AND HYPERTENSION ASSOCIATES OF DALLAS PLLC
3951,Graciela Moreno MD
3953,Midwest Cornea Associates
3959,Kathleen Posey MD
3963,CHS Marion
3992,Associates Internal Medicine Physic
3993,CHS York Clinic
3995,Crossville Orthopaedics & Sports Medicine
3996,Fugle Orthopedics PC
4001,Lily Internal Medicine
4003,Litchfield Medical Center
4010,Anesthesia Care Team
4012,Personal Health MD
4013,Keith Schauder MD
4018,Homestead Pediatrics
4019,"New Tampa Eye Institute, LLC"
4021,"HOUSECALLS DONE WRIGHT, LTD"
4025,Eaton Medical Associates
4030,Family Health Care and Wellness Center
4037,Associates in Women's Health Care
4039,Comprehensive Allergy and Asthma Care
4041,New York Sports and Spine
4042,"Wells Family Practice,LLC"
4044,ASSOCIATES IN OB GYN
4046,Stern Family Practice
4047,Integra Rehab Physicians
4048,Sedgebrook Medical Center
4049,Texas Foot Surgeons
4050,Synergy Womens Health Care
4053,Advanced Endocrinology
4057,Hill Country Family Medicine
4058,Bayside Medical Clinic
4060,We Care Family Practice
4061,Family Clinic of Ville Platte
4062,Dr. Jerry Grewal & Dr. Preeya Grewal
4064,"Wake Ear, Nose, and Throat Specialists"
4066,Suncoast Medical Group
4083,Max Health Maine
4086,"James Longton, DPM, PC"
4090,Trinity Pediatrics
4091,"James R. Clark, MD, PC"
4253,Family Care Center Corp
4254,"Dana Zweig, MD"
4265,Ace Urgent Care & Clinic
4266,Ohio Sleep and Pulmonary Center
4267,"Burnham Medical Center, Ltd."
4273,"Stoneybrook Family Practice, PC"
4275,Miriam Shustik MD PC
4277,Valley Natural Health
4280,"Baxter Clinic of Hernando, PLLC"
4281,The Center for Women's Health
4282,"James W Adams II, MD"
4283,"Grand Vein Specialists, LLC"
4285,Apple-A-Day Pediatrics
4286,Siskin Center for Developmental Pediatrics
4288,Dr. Maria Romero
4289,Battle Ground Foot and Ankle
4291,OrthoGeorgia
4292,BRANDYWINE FAMILY MEDICINE
4297,Anesthesia Pain Treatment Center
4301,Surgical Associates of Monterey Bay
4303,"Mark J. Coronel M.D., P.C"
4305,"LAKE WOMEN FOR WOMEN OB/GYN, LLC"
4306,Dr. Robert O'Neill
4311,Summit Primary Physicians
4312,CADENA FAMILY PRACTICE
4322,Cardiovascular Medicine Associates
4327,Corner Health Center
4329,Dr. Ajay Reddy
4331,"Orthopedic Foot and Ankle Institute, LLC"
4332,First Medical Associates
4333,Legacy Medical PLLC
4334,"Christopher Cowher MD, PLLC"
4339,"Rose E Paiva, MD"
4342,Pulmonary & Primary Care Associates
4343,Kansas City Foot Specialists
4348,"Kevin L Curlis, DPM"
4349,Eastern Shore Urgent Care
4352,NEW ALBANY PODIATRY
4361,"Pediatric Associates of North Atlanta, PC"
4363,Amy L. Friedenthal MD
4368,Manet Community Health Center
4371,Northern Apache County Special Health Care District
4373,Clinical Deployment Stds
4375,"Veena Dhar MD, PC"
4377,Colon Liver Gastro Consultants
4378,Terry D. Howell MD
4380,"Hybrid Medical Group, LLC"
4384,"The Heart Center Cardiology, PC"
4385,Houston Cardiovascular Consultants
4387,"Coastal House Calls,Inc"
4393,Clinical Deployment Stds 2
4397,"Mariam Moghadam, MD"
4400,"Coastal Women's Care, PC"
4402,"Gregg K. Satow, M.D."
4412,Carolina Family Healthcare
4413,Cheaha Women's Health and Wellness
4416,National Church Residences Medical
4417,Live Well Neurology and Sleep
4418,Renaissance Clinical Research
4419,"Horizon Surgical, PC"
4589,Premier Pulmonary Critical Care & Sleep Associates
4590,"MillTown Family Medicine, LLC"
4591,"Dr. Vartabedian MD, PC"
4594,Valley Vista Medical Center
4597,"Primary care and Geriatric Clinic ,"
4622,Fort Payne RHC
4626,Metro ENT
4629,"Health Management Associates, Inc"
4630,Trinity North Dallas Neurology
4632,Lizellen La Follette M.D.
4664,Thomas G. Fontenot Family Clinic
4667,"Harish N. Thakkar, MD, PA"
4670,Old Dominion Pediatrics
4671,"HealthMax, the office of Dr Ellen Michaelson"
4677,North Perimeter OB/GYN
4678,"Moon Valley Medical Center, P.C."
4683,Jo R Johnson MD
4685,Marion Pain Management Center Inc
4686,Primary Care of TN
4690,Astria Health Center
4699,"Parviz M. Soleymani, MD"
4704,Southern Joint Replacement Institute
4705,Palmetto Eye Institute
4706,"Internal Medicine Associates, PA"
4803,Community Care of West Virginia
4805,SCOTT I. BOGGS P.L.L.C.
4817,Associated Specialist in Medicine
4821,RHEUMATOLOGY & ARTHRITIS CONSULTANTS
4824,"Urgent Care Of Erwin, LLC"
4825,Aaron H Davidson MD
4843,AZ Heart Rhythm Center
4844,Neuro Care of Virginia
4845,"Ayala Medical Corporation, Inc."
4856,"Kuykendall Dermatology, P.C."
4857,DIG Wellness Center
4863,Catherine Laruffa MD
4868,Carol L. Anderson MD
4869,Personal MD
4870,Newport Family Physicians
4871,Harold S Samuel MD PLLC
5021,"Covington Bone & Joint, PC"
5022,"Raymond Paul-Blanc, MD"
5024,"Anthony A McFarlane, MD, PC, IN"
5032,Wilmington Internal Medicine PA
5041,North Beach Vascular & Aesthetics
5042,Dr. Steven A Kushner
5043,Aviva Health and Wellness
5044,Carolinas Medical Alliance
5054,"Ibrahim Helmy, M.D., INC."
5065,Chesapeake Surgical Associates
5071,Mount San Rafael Hospital Clinic
5073,Northern Virginia Internal Medicine and Pediatrics
5074,Albany Medical Group
5076,Richard Joyce MD
5078,"David Alan Testa DO, PA"
5082,Desert Ridge Allergy Associates
5083,"Hines Dermatology Associates, Inc"
5085,"Baton Rouge Ear, Nose and Throat"
5086,"Bainbridge Medical Associates, PC"
5089,"Tate Medical Associates, LLC"
5090,Malik Neurological Associates
5263,Queen Anne Medical Associates
5296,Family Medical Associates
5297,GirlTalk and Gynecology
5298,Molecular Imaging of Suburban Chicago
5510,"Elizabeth Cook, MD"
5511,"Marshall S. Frumin, MD"
5512,Olympia Orthopaedic Associates
5513,Gandhi GI
5516,"Kenan Kirkendall, DO, PC"
5522,Peninsula Hospitalist Associates
5551,Southern Nevada Surgery Specialists
5553,Southeast Texas Cardiology Associates
5564,Sonoran Orthopaedic Trauma Surgeons
5565,"Healthy Solutions Primary Care, LLC"
5569,Upper Hand Orthopaedics
5585,Cornerstone Pediatrics
5593,Federal Healthcare Inc
5605,New Orleans Headache and Neurology Clinic
5606,West Cobb Medical Associates
5610,French Broad Pediatric Associates
5612,CHS PPSI Northampton Urgent Care
5623,Atlantic Obstetrics and Gynecology
5624,"Haiba Sonyika MD,"
5636,Westview Pediatrics Care LLC
5637,"Lindsay H. White, M.D"
5640,"Complete Express Care, LLC"
5641,Bay Area Osteopathic
5645,Chary Primary Care
5653,Dr. Hector Salcedo
5654,Salcedo Medical Center
5662,The Dermatology Group
5664,Penobscot Valley Hospital
5665,Sound Family Medicine
5667,Prime Internal Medicine
5670,Ahearn & Associates Medical Center
5673,Matagorda Medical Group
5675,"Surgical Clinic St. Clair, PC"
5678,Orthopedic Associates of Northern California
5683,"Tibor Kopjas, MD"
5689,"Alpha Medical Clinic, Inc."
5699,Sullivan Family Medicine Clinic
5701,Women for Women Medical Associates
5711,"Hector M. Delgado, DO PA"
5713,OB-GYN Associates of the Central Coast and Athena Medical Group
5714,Ghebru Woldemichael MD
5717,Grand Junction Vascular
5723,Dorothy Thayer MD
5725,Dr. Martin's OB/GYN Inc.
5738,"David A. Kamlet MD, PC"
5740,South Denver OB/GYN
5744,Saint Luke's Medical
5745,Harry W Berkowitz MD
5747,Grassroots Gynecology
5751,Complete Foot and Ankle Care of North Texas
5756,Kishore G Pathial MD
5757,"Stanly Orthopaedic and Hand Surgery Clinic, PA"
5762,Seven Hills Womens Health
5763,Inspire Santa Fe Medical Group
5773,Panacea Brain and Spine Center
5779,Olukunle Ajagbe MD INC
5780,South Mountain Cardiology
5784,Dr. Lei Charlton
5786,Carolina Neurology Center
5787,Lidia Zacharski Nurse Practitioner Family Health P
5795,Bharat K Mehta MD
5801,Bailliard Henry Pediatric Cardiology
5807,Brown County Women's Health LLC
5815,"Adair Allergy and Asthma Clinic, PA"
5817,Totality
5819,Living Well Primary Care
5820,Southern Neurology and Sleep
5823,Petite Pediatrics
5826,Dr. Jennifer Goodman
5829,"Advantage Cardiology, INC."
5834,Heart Fit For Duty
5838,Eastern Idaho Cardiology
5840,Arimah Medical Inc
5843,Larisse Lee MD PC
5847,School Health LINK
5849,Columbus Primary Care
5851,Surgical Specialists of North Texas
5856,Heart and Vascular Institute of Michigan
5857,Martin's Point Health Care
5866,Palm Beach Cardiology Center
5867,Doctors' Memorial Hospital
5872,Tennova Medical Associates of Tullahoma
5873,Young County Family Clinic
5880,KPS Cardiovascular Surgery PA
5881,Comprehensive Pulmonary and Critical Care Associates
5885,"KETTERING PEDIATRIC & FAMILY CARE,"
5888,"Total Diagnostic & Int Pain, PC"
5889,OB/GYN Services of Augusta
5895,San Fernando Valley Neurologic
5896,"Christopher J. Labban, D.O., P.C."
5898,North Shore Pediatrics
5906,Neil H. Weisman
5909,Easton Pulmonary & Critical Care PC
5919,Society of St. Vincent de Paul
5924,Bluetail Medical Group
5934,"Anees R Saleemi, MD PA"
5958,Comprehensive Dermatology of Rochester
5960,"Justin Paquette, M.D. Corporation"
5961,"KARO ISAGHOLIAN, MD, INC."
5968,Dr Ellen Levan
5974,Ocean State Pediatrics
5979,Medomak Family Medicine
5983,Epstein Neurosurgery Center
5984,Total Body Pain Management
5988,Anthony F. Marino MD
5993,The Pain Center of Western WA
6008,US NEURO SPECIALISTS
6011,Avelino F. Millares MD
6016,"Peninsula Orthopaedic Group, PC"
6021,"Thoroughmed Health Care, LLC"
6027,Don R Scott MD
6037,Angels Medical Care LLC
6052,"Dr. Herman Skorobogaty, MD"
6059,Rose Gynecology LLC
6060,University Family Medicine
6076,NHRN Rehab Physician Services
6078,Foot & Ankle Center Of Washington
6092,Chandra LLC
6104,South Ridge Family Clinic
6105,"Joseph Ballaro, M.D., P.C."
6112,"Jory J Goldberg, MD"
6114,Advanced Neuroscience Clinic and Sleep Center
6119,Spine and Orthopedic Pain Center PC
6128,Quality Healthcare Clinic LLC
6133,"Bay Area Colorectal Surgical Associates, PLLC"
6134,East Bay Nephrology Medical Group
6139,Beacon Primary Medicine
6146,Dr. Romeo Papica
6156,Dr. Hurtado
6170,K&S Healthcare
6173,CHIROPRACTIC ASSOCIATES OF CENTERVILLE
6174,Children's Health Assoc. Tidewater
6180,Harmony Pediatrics
6181,Austin Area OBGYN PLLC
6217,Gateway Medical Group
6223,"Northwest Foot & Ankle, LLC."
6225,Valentine Medical Center
6230,Dr. April Tillery
6233,NJ Bariatric Institute
6239,North Alabama Medical Group
6240,Orthopaedics Northeast
6247,Strand Orthopaedic Consultants
6249,Bay City Cardiology Clinic
6250,CHS Clinical Content
6257,Janine K Jensen MD
6259,Dreamweaver Medical Associates
6270,Ottumwa Health Group
6283,Humboldt Park Health
6285,Family Planning of South Central New York
6289,EAST IDAHO INTERVENTIONAL PAIN MANAGEMENT
6291,CONSULTING CARDIOLOGISTS PC
6293,"Cardiac, Vascular & Thoracic Surgeons"
6302,"Washington Surgical Services, PC"
6303,Interventional Pain and Spine Specialists LLC
6305,Annapolis Hand to Shoulder Center
6311,Southwest Family Physicians
6323,Abraham Breast Clinic
6325,Scottsdale Obstetrics and Gynecology
6328,Enrich Family Practice
6333,GOH Medical
6336,Neuro Rehab Specialists
6339,"Continuum Health Care, P.A."
6356,AMF Gastroenterology Inc
6358,K2 Foot and Ankle
6359,House Call Connections
6360,Johnson Pediatrics
6361,All Women Midwifery and Healthcare
6371,France Medical Center
6372,ElderDerm S.C.
6373,"Nephrology and Hypertension, P.C."
6376,Pacific Alliance Medical Group
6378,Ardmore Family Practice
6380,"Sandhya Venugopal, MD LLC"
6381,"MidAtlantic Urology Associates, LLC"
6392,"Tamrat Bekele, MD"
6401,"Lincoln Primary Care Center, Inc"
6412,Ankles & Feet Podiatry
6419,Center for Voice & Swallowing
6428,South Bay Surgery Center
6429,"Cheyenne Women's Clinic, P.C."
6430,Roman Erik Tavarez MD
6431,"Robert E. Springer, III, M.D., P.C."
6436,"Columbus Medical Associates, P.A."
6441,Southern Plains Medical Center
6442,"Heart and Vascular Specialists, P.C"
6455,"Linhkieu T. Nguyen, MD"
6458,Naugatuck Valley Womens Health Specialists
6461,Planned Parenthood South Texas
6482,Greenbrier Clinic
6499,Southern Westchester OB/GYN Associates
6501,Living Water Clinic
6502,Mountain Medical Center
6507,"Asha A. Naidu, MD"
6510,Levine Heart & Wellness
6515,Dr. Brian Levitt
6516,"Ruel T. Stoessel, M.D.,P.A."
6517,Evans Gynecology
6518,"Dr. Elaine C. Shoji, MD"
6520,Assoc Eye Physicians & Surgeons
6522,Adirondack Plastic Surgery Center
6523,Tri-Star Pediatrics
6537,Michael V Elman MD PC
6539,Clearchoice Health Center
6545,Carolina Regional Orthopaedics
6547,"Prasad R. Ancha, M.D."
6555,Alaska Children's Heart Center
6559,Innovative Women's Healthcare Solutions
6567,"Leo Dermatology, LLC"
6568,"Michael Bader, MD"
6574,Gower Family Care Center
6579,Grand Mesa Nephrology
6580,Texan Cardiovascular Institute
6584,"Heba Farag MD, Inc"
6587,Moore Healthcare Group
6591,Cleveland Pain Specialists
6597,"New England Ear, Nose & Throat/Facial Plastic Surgery"
6603,"KADIE E. LEACH, MD"
6606,"Oliverio ENT, Inc"
6607,"Marin Family Medicine, PA"
6608,Little S Clinic
6613,David Baldridge MD
6617,George J. Pereira MD
6628,Cannon Family Health
6640,Life's Journey OBGYN
6649,Richmond Foot and Ankle
6657,"H. Elena Rodriguez MD, Inc"
6661,Just Heart Cardiovascular Group Inc
6680,"Everyday People, Inc."
6682,"Parkside Internal Medicine, PLLC"
6688,Shores Pediatrics
6691,North Grove Internal Medicine
6694,Alliance OB/GYN Specialists PLLC
6695,Orangeburg Medical Associates
6699,Suburban Surgery Center / Medical Associates of Illinois
6710,Crescent City Headache and Neurology
6712,Physical Therapy at Bare Hills
6719,"Pendleton Community Care, Inc."
6720,Joseph S. Thomas MD
6722,Pandit Foot and Ankle Clinic
6738,SPRING OB/GYN
6740,Shine Integrative Physical Therapy
6743,St. Jude Medical Group
6756,"Regina L. Edmond, M.D., Inc"
6770,Associated Desert Gastroenterologists
6775,"River Place OB/GYN, PA"
6777,Artemis OBGYN LLC
6778,Meeks and Zilberfarb Orthopedics
6779,"Cardiac Consultants, LLC"
6780,Advanced Family Foot Care
6782,Albracht Orthopedic Surgery
6788,UChicago Medicine formerly H-F Medical Associates SC
6790,Fountain Medical Associates
6793,411 Pediatrics
6806,Good Samaritan Health Center
6808,Digestive Disease Center of NJ
6811,Care & Comfort OBGYN
6814,Podiatry Associates
6815,Breckenridge Medical Center
6824,Robert C. Keeley MD
6827,New Dawn Midwifery
6833,Douglas Anders DO
6835,Beebe Medical Group
6841,Auxier Medical Center
6845,Carousel Pediatrics APMC
6847,Ankle & Foot Specialists of Southern Oregon
6853,Atlanta Breast Care
6854,Community Foot and Ankle Clinic
6856,"Complete Women's Care, P.C."
6858,"Face to Face, PLLC"
6859,HRC Medical Associates
6860,Olentangy Pediatrics
6873,Bellevue Podiatric Physicians
6874,"GILLUM FACIAL PLASTIC SURGERY, P.C."
6879,Center for Colon and Rectal Health
6882,Independence Family Medicine
6887,Ocean Psychiatric Group
6897,Women's Wellness and Rejuvenation
6898,New Hope Family Medicine P.A.
6900,"Wellcare Medical, LLC"
6901,Lumen Cardiovascular Specialists
6904,Gulf Coast Pediatrics
6906,"Virginia Pediatrics, PC"
6914,Pediatric Place
6916,Dr. Kumar for Kids
6917,"Family Med Associates of Dalton, PC"
6928,Madison Bernardsville Pediatrics
6931,Charlotte Metro Hyperbarics
6940,"Virginia Beach Premier Medical, PC"
6942,SmartStart Pediatrics
6967,Columbine Family Practice
6971,Jon Ahlstrom's Office
6973,North Wake Pediatrics
7012,"Healthquarters, Inc."
7032,Epic Medical Group
7037,"online with N. Beth Bloss Tumarkin, MD"
7043,Shepherds' Place Clinic
7058,Advanced Orthopedics
7063,"Rafiq M. Saljuki, M.D."
7075,Craig Ranch Family Practice
7078,Carson City Spine
7079,The Foot and Ankle Care Center
7087,AAI Health Services
7097,Basin Care Family Clinic
7099,Vo Medical Clinic
7100,MEDICAL & FOOT CARE GROUP S.C.
7102,Broken Arrow Diagnostic Medicine
7103,Dr. Tejas Patel
7105,CHS Centre Clinic Corp
7116,Riviera Allergy Medical Center
7124,Virginia Diabetes and Endocrinology
7128,"Liberty Pediatrics, P.L.L.C"
7129,Annandale Foot and Ankle Center
7131,Shelby Pediatric Associates
7135,No Mercy Sports Medicine
7136,"Lisa Beth Speck, MD"
7139,Preferred Women's Healthcare
7140,Dr. Kopera's Office
7143,Pediatric Associates of Morris LLC
7149,Kingman County Health Department
7156,Ridgefield Family Medicine
7162,SPECIALTY EYECARE CENTRE
7171,"Dr. Bill O'Brien, LLC"
7178,"Mark R. Hollemon, DO"
7185,NewPath MD PC
7189,Miami Orthopedics and Sports Medicine
7191,"Perrigin Medical, PLLC"
7193,Main Street Pediatrics
7201,Triad Primary Care
7202,Dr. Paul's Clinic
7204,South Routt Medical Center
7206,Spine and Orthopedic Center of New Mexico
7218,Life in a Blender Family Medicine
7220,"Carolina Pain Center, P.C."
7222,"Litchfield Hills Family Medicine, LLC"
7230,Grapevine Women's Health
7234,"Karen LaFace, MD"
7235,"Sunflower Primary/Prompt Care, LLC"
7239,Coastal Urgent Care of Louisiana
7252,Medical Center West
7254,Ohio Vein and Vascular
7262,DBA PrimaryCareIM
7265,Dr.s Hackett Schmidlein and Ginsburg
7267,Cabin Creek Health Center
7271,Dr. Dianna Henson
7274,Valley Health Care
7278,East Lake Medical Clinic
7279,"Milan C. Patel, MD"
7280,SupraCare Family Health
7283,Dr. Barker's Office
7286,Regis College Center for Health and Wellness
7294,Advanced Medicine
7303,"Rhoda Pomerantz, MD"
7308,"Midwest Express Care, INC."
7316,Oakhurst Pediatrics
7319,Arkansas Neuropsychology and Behavioral Health
7336,"Sophia Leonida, MD, PC"
7340,"Family Health Centers of Baltimore, Inc."
7343,"Colon Rectal Surgery Associates, PC"
7346,Coastal Healthcare
7348,"Edouard Coupet, MD"
7359,Remedy Internal Medicine & Wellness Center
7363,FamilyCare HealthCenter
7374,Rocky Hill Pediatrics
7375,Natchez Women's Center
7380,Pulmonary and Critical Care Medicine Consultants
7390,West Bloomfield Internal Medicine
7393,Canton Pediatrics
7402,CCMH Clinic
7406,"University Medical Care, Inc."
7407,OBGYN Care
7413,Pediatric Practitioners of Oklahoma
7415,KEARNEY ORTHOPEDIC & SPORTS MEDICINE
7416,"Sang H. Lee, D.O., P.C."
7420,Willowcreek Medical Center
7421,Gainesville Heart and Vascular Group
7423,Carolina Urgent & Family Care
7431,Nephrology Specialists Medical Group Inc.
7434,River Region Surgical Specialists
7449,BROOKLYN BIRTHING CENTER
7450,"Laura E Baber, MD, LLC"
7464,"Florida Vein Care Specialists, LLC"
7466,"Arundel Pediatrics, P.A."
7488,"Lisa A. Giudice, MD"
7492,Family First Health
7494,Nephrology Center of Maryland
7498,Melvin S Gale MD and Associates
7502,Prettelt Center for Family Health
7504,Clarksville Medical Group
7509,Blue Ridge Speech & Hearing Center
7514,Delta Surgical Associates
7525,Night and Day Pediatrics
7526,Cardiac & Vascular Care
7529,Preferred Spine & Pain
7530,Jensen Clinic
7537,Excel Cardiac Care
7541,"Abdollah Iravani, MD, PA"
7542,CareFirst Medical Group
7547,Amory Urgent Care
7553,Magnolia Pediatrics
7554,Biggs & Associates
7561,"Maria Sophocles, MD"
7575,"Joydip Bhattacharya, DO Medical"
7594,"My Health 1st Urgent Care, LLC"
7601,"Rural Health, Inc."
7605,Sports Medicine North
7607,Fore River Urology
7613,Brian C Wallace MD
7615,Associated Women's Health
7617,Mayfair Women's Center
7618,"New Directions Physician Weight Loss, LLC"
7619,Hermosa Medical & Diagnostic Center
7620,"University Pain Consultants, Inc."
7633,Generations Foot and Ankle Clinic
7634,Women's Surgery Center
7635,Elevate Podiatry + Spa
7645,Dr. Lamba's Clinic
7655,"Arroyo Vista Advanced Pain Specialists, Inc."
7658,Kim M. Davies MD
7659,Main Street Family Clinic
7661,Ascension St John
7665,Antwan Ahad MD
7685,Fort Bend Heart Center
7697,Evans Medical Group
7704,Fallbrook Healthcare Partners
7706,"Pingfeng Du, MD Inc"
7706,"Pingfeng Du, MD Inc"
7709,Village Doctor
7721,Sunrise Family Clinic
7722,"Spectra Healthcare Associates, PA"
7724,Naples Cardiac and Endovascular Center
7727,"Surgical Associates of Bloomington,"
7744,AlternativesforWomen
7746,The Colorado Women's Health Center
7749,Dr. Jennifer Fretz
7750,"Kennebunk Family Practice, LLC"
7751,Child Neurology Specialists
7757,Vitale Institute
7759,Mather Primary Care
7767,Canyon Vista Bone and Joint Surgery
7782,"Nathan Swartz, Inc"
7789,Advent Health Group
7791,"MATERNAL RESOURCES OBSTETRICS, PC"
7794,Healthy Horizons Pediatrics
7797,South Florida Allergy and Asthma Specialists
7802,Community Health Programs
7804,"Dresden Family Clinic, LLC"
7806,"Stemmer Pediatrics, PC"
7807,Breton Village Pediatrics & Family Medicine
7808,"LaRue & LaRue Pediatrics, PA"
7811,The Gynecology Institute of Chicago
7812,Ramakrishna OBGYN Ltd
7814,"Anesthesia Services, P.A."
7817,Mercy Grace Private Practice
7822,PrimeHealth Asheville
7825,Odessa Sleep Associates
7827,Propicius Brain & Spine
7830,Women's Health and Wellness
7836,Carolina Clinic for Health and Wellness
7838,Premier Ankle and Foot Specialists
7842,Sharam F Ravan MD Inc
7845,"Starrett Podiatry, LLC"
7857,Pain Management Associates
7859,Country Clinic
7862,"Gosnell Family Medicine, P.C."
7864,Ana Sierra De Aragon M.D.
7868,Redwood Medical and Urgent Care
7869,Plexus Health
7873,Medical Arts Dermatology
7875,Neurological Associates of North Texas
7879,Bradford Family Healthcare
7880,"Live Oak Cardiology, PA"
7881,Premium Care Medical Center
7883,Dr. Brzezinski's Office
7885,El Paso Infectious Diseases
7892,"Susie N. Chung, M.D., P.A."
7900,"Masami Hattori, MD, Inc"
7901,Monte Veal DO PLLC
7903,"Jeff Willoughby, MD"
7904,Southcoast Cardiology
7909,Advanced Pain Center
7912,"Stedman-Wade Health Services, Inc."
7917,Physician and Midwives
7923,Biggers Family Medicine
7924,"Kent R Walker, DO"
7929,"TURKE AND THOMASHOW PEDIATRICS, P.C"
7931,"Urology Surgeons, P.C."
7932,"Ferne R Lavine, MD"
7934,Vold Vision
7938,Next Step Pediatrics
7940,ESP Medical LLC
7941,Complete Dermatology LLC
7943,Lawrence OB/GYN Associates
7944,Webster Family Physicians
7946,WESTSIDE SAMARITANS CLINIC INC.
7953,REFRESH Aesthetic & Lifestyle Medicine
7954,SEVEN CORNERS MEDICAL CENTER
7955,Intermountain Spine and Orthopaedics
7960,Kunz Medical
7962,Sports & Spine Pain Management
7968,Pediatrics of Dalton
7973,"MyCare Clinic, LLC"
7976,Richard A. Rectenwald DPM
7977,Premier Medical Group
7980,OrthoWilmington
7981,"Folahan Ayoola, MD, PA"
7984,CHARM
7989,Sarasota Pain Associates
7993,Ettienne's Premier Pediatric Care LLC
7994,"Rolando M Estupigan, DO, PC"
7996,Annabelle Lopez MD PA
7999,"Carolinas Sleep Specialists, P.A."
8004,"Signature Health, PC"
8006,Great Basin Orthopaedics
8013,Eyecare Centers of Florida
8016,Healthcare with Heart
8019,Just for Women Gynecology
8025,Internal Medicine Associates of Natchez
8028,Joseph Medical Group
8030,Boulder Management Service Organization
8031,Craig S Carter MD
8034,South Florida Physical Medicine
8037,G Hagan Jackson MD PC
8042,Privia Health
8050,Hausner Cardiology Center
8051,"Dr. Alfred C. Myaing, M.D."
8053,"Robert P. Feldman, MD"
8061,"In Step Podiatry Center, LLC"
8062,"Jill Marjama-Lyons, MD"
8065,"AccessMD, PL"
8068,Annapolis Nephrology Associates
8076,Strong Women's Health
8078,Rocky Vista Health Center
8080,"Fred W. Williams, MD, F.A.C.O.G."
